idx_process,dimension_size,Latency
243,4,50.76
244,4,50.75
245,4,50.88
246,4,50.94
247,4,51.25
248,4,51.59
249,4,50.67
250,4,51.21
251,4,51.50
252,4,51.73
253,4,50.86
254,4,50.13
255,4,49.87
256,4,28.28
