cores,threads,width,height,time
213,1,10000,10000,0.009952
214,1,10000,10000,0.010820
215,1,10000,10000,0.008793
216,1,10000,10000,0.006746
217,1,10000,10000,0.007904
218,1,10000,10000,0.010617
219,1,10000,10000,0.009720
220,1,10000,10000,0.006930
221,1,10000,10000,0.006956
222,1,10000,10000,0.007966
223,1,10000,10000,0.013508
224,1,10000,10000,0.006446
225,1,10000,10000,0.006573
226,1,10000,10000,0.010278
227,1,10000,10000,0.013903
228,1,10000,10000,0.006451
229,1,10000,10000,0.013200
230,1,10000,10000,0.006785
231,1,10000,10000,0.006517
232,1,10000,10000,0.007384
233,1,10000,10000,0.013044
234,1,10000,10000,0.006183
235,1,10000,10000,0.007937
236,1,10000,10000,0.008563
237,1,10000,10000,0.008977
238,1,10000,10000,0.006024
239,1,10000,10000,0.012743
240,1,10000,10000,0.006031
241,1,10000,10000,0.012662
242,1,10000,10000,0.006344
243,1,10000,10000,0.006450
244,1,10000,10000,0.008375
245,1,10000,10000,0.007111
246,1,10000,10000,0.007073
247,1,10000,10000,0.006077
248,1,10000,10000,0.006988
249,1,10000,10000,0.008519
250,1,10000,10000,0.006269
251,1,10000,10000,0.012002
252,1,10000,10000,0.005679
253,1,10000,10000,0.005958
254,1,10000,10000,0.009394
255,1,10000,10000,0.005778
256,1,10000,10000,0.005771
