cores,threads,width,height,time
213,1,10000,10000,0.955846
214,1,10000,10000,0.944940
215,1,10000,10000,0.928265
216,1,10000,10000,0.933872
217,1,10000,10000,0.920550
218,1,10000,10000,0.931203
219,1,10000,10000,0.915463
220,1,10000,10000,0.911872
221,1,10000,10000,0.895776
222,1,10000,10000,0.909833
223,1,10000,10000,0.894045
224,1,10000,10000,0.900076
225,1,10000,10000,0.882575
226,1,10000,10000,0.873677
227,1,10000,10000,0.887592
228,1,10000,10000,0.893157
229,1,10000,10000,0.871317
230,1,10000,10000,0.878074
231,1,10000,10000,0.882935
232,1,10000,10000,0.878876
233,1,10000,10000,0.879660
234,1,10000,10000,0.869246
235,1,10000,10000,0.864043
236,1,10000,10000,0.866878
237,1,10000,10000,0.865692
238,1,10000,10000,0.860007
239,1,10000,10000,0.869986
240,1,10000,10000,0.869393
241,1,10000,10000,0.849796
242,1,10000,10000,0.851531
243,1,10000,10000,0.855489
244,1,10000,10000,0.860866
245,1,10000,10000,0.859995
246,1,10000,10000,0.855627
247,1,10000,10000,0.847141
248,1,10000,10000,0.837025
249,1,10000,10000,0.841871
250,1,10000,10000,0.821691
251,1,10000,10000,0.840823
252,1,10000,10000,0.834523
253,1,10000,10000,0.815701
254,1,10000,10000,0.819137
255,1,10000,10000,0.828177
256,1,10000,10000,0.823278
