cores,threads,width,height,time
213,1,10000,10000,0.601875
214,1,10000,10000,0.596775
215,1,10000,10000,0.601212
216,1,10000,10000,0.600116
217,1,10000,10000,0.583967
218,1,10000,10000,0.588825
219,1,10000,10000,0.593337
220,1,10000,10000,0.572079
221,1,10000,10000,0.586621
222,1,10000,10000,0.573457
223,1,10000,10000,0.582520
224,1,10000,10000,0.572550
225,1,10000,10000,0.562284
226,1,10000,10000,0.581296
227,1,10000,10000,0.562717
228,1,10000,10000,0.568650
229,1,10000,10000,0.560015
230,1,10000,10000,0.549023
231,1,10000,10000,0.568666
232,1,10000,10000,0.549384
233,1,10000,10000,0.555842
234,1,10000,10000,0.556498
235,1,10000,10000,0.550613
236,1,10000,10000,0.553996
237,1,10000,10000,0.537979
238,1,10000,10000,0.544902
239,1,10000,10000,0.535245
240,1,10000,10000,0.534140
241,1,10000,10000,0.549611
242,1,10000,10000,0.529595
243,1,10000,10000,0.531288
244,1,10000,10000,0.530038
245,1,10000,10000,0.527071
246,1,10000,10000,0.543665
247,1,10000,10000,0.515774
248,1,10000,10000,0.523306
249,1,10000,10000,0.516430
250,1,10000,10000,0.512565
251,1,10000,10000,0.539109
252,1,10000,10000,0.522645
253,1,10000,10000,0.528765
254,1,10000,10000,0.504009
255,1,10000,10000,0.509204
256,1,10000,10000,0.535852
